jogador,nacionalidade,posicao,equipe,idade,nascimento,indices
Jamerson,br BRA,ZG.AT,Coritiba,24.0,1998.0,"{'MP': 29.0, 'Inícios': 22.0, 'Min.': 1.893, '90s': 21.0, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 4.0, 'CrtV': 1.0, 'xG': 0.5, 'npxG': 0.5, 'xAG': 1.7, 'npxG+xAG': 22.0, 'PrgC': 54.0, 'PrgP': 70.0, 'PrgR': 78.0, 'Gols.1': 0.0, 'Assis..1': 5.0, 'G+A.1': 5.0, 'G-PB.1': 0.0, 'G+A-PB': 5.0, 'xG.1': 2.0, 'xAG.1': 8.0, 'xG+xAG': 10.0, 'npxG.1': 2.0, 'npxG+xAG.1': 10.0}"
Janderson,br BRA,AT.LT,Botafogo (RJ),23.0,1999.0,"{'MP': 18.0, 'Inícios': 2.0, 'Min.': 414.0, '90s': 4.6, 'Gols': 1.0, 'Assis.': 1.0, 'G+A': 2.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 1.7, 'npxG': 1.7, 'xAG': 0.9, 'npxG+xAG': 26.0, 'PrgC': 16.0, 'PrgP': 7.0, 'PrgR': 31.0, 'Gols.1': 22.0, 'Assis..1': 22.0, 'G+A.1': 43.0, 'G-PB.1': 22.0, 'G+A-PB': 43.0, 'xG.1': 36.0, 'xAG.1': 20.0, 'xG+xAG': 56.0, 'npxG.1': 36.0, 'npxG+xAG.1': 56.0}"
Jandrei,br BRA,G,São Paulo,29.0,1993.0,"{'MP': 5.0, 'Inícios': 5.0, 'Min.': 450.0, '90s': 5.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.1, 'npxG+xAG': 1.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 1.0, 'xG+xAG': 1.0, 'npxG.1': 0.0, 'npxG+xAG.1': 1.0}"
Léo Jardim,br BRA,G,Vasco da Gama,27.0,1995.0,"{'MP': 38.0, 'Inícios': 38.0, 'Min.': 3.42, '90s': 38.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.1, 'npxG+xAG': 1.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Jemerson,br BRA,ZG,Atlético Mineiro,30.0,1992.0,"{'MP': 32.0, 'Inícios': 27.0, 'Min.': 2.476, '90s': 27.5, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 9.0, 'CrtV': 0.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 0.1, 'npxG+xAG': 11.0, 'PrgC': 21.0, 'PrgP': 66.0, 'PrgR': 5.0, 'Gols.1': 0.0, 'Assis..1': 4.0, 'G+A.1': 4.0, 'G-PB.1': 0.0, 'G+A-PB': 4.0, 'xG.1': 3.0, 'xAG.1': 1.0, 'xG+xAG': 4.0, 'npxG.1': 3.0, 'npxG+xAG.1': 4.0}"
Jesé,es ESP,LT,Coritiba,29.0,1993.0,"{'MP': 6.0, 'Inícios': 0.0, 'Min.': 96.0, '90s': 1.1, 'Gols': 1.0, 'Assis.': 0.0, 'G+A': 1.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 0.0, 'npxG+xAG': 3.0, 'PrgC': 2.0, 'PrgP': 4.0, 'PrgR': 9.0, 'Gols.1': 94.0, 'Assis..1': 0.0, 'G+A.1': 94.0, 'G-PB.1': 94.0, 'G+A-PB': 94.0, 'xG.1': 28.0, 'xAG.1': 3.0, 'xG+xAG': 31.0, 'npxG.1': 28.0, 'npxG+xAG.1': 31.0}"
Alexandre Jesus,br BRA,ZG,Fluminense,21.0,2001.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 12.0, '90s': 0.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 2.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 20.0, 'xAG.1': 0.0, 'xG+xAG': 20.0, 'npxG.1': 20.0, 'npxG+xAG.1': 20.0}"
Jhow,br BRA,ZG,América (MG),19.0,2003.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 15.0, '90s': 0.2, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 1.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Joaquim,br BRA,ZG,Santos,24.0,1998.0,"{'MP': 31.0, 'Inícios': 31.0, 'Min.': 2.73, '90s': 30.3, 'Gols': 1.0, 'Assis.': 4.0, 'G+A': 5.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 6.0, 'CrtV': 0.0, 'xG': 2.3, 'npxG': 2.3, 'xAG': 2.0, 'npxG+xAG': 42.0, 'PrgC': 8.0, 'PrgP': 58.0, 'PrgR': 8.0, 'Gols.1': 3.0, 'Assis..1': 13.0, 'G+A.1': 16.0, 'G-PB.1': 3.0, 'G+A-PB': 16.0, 'xG.1': 8.0, 'xAG.1': 6.0, 'xG+xAG': 14.0, 'npxG.1': 8.0, 'npxG+xAG.1': 14.0}"
John,br BRA,G,Internacional,26.0,1996.0,"{'MP': 9.0, 'Inícios': 9.0, 'Min.': 810.0, '90s': 9.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Felipe Jonatan,br BRA,ZG,Santos,24.0,1998.0,"{'MP': 1.0, 'Inícios': 1.0, 'Min.': 90.0, '90s': 1.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.3, 'npxG+xAG': 3.0, 'PrgC': 3.0, 'PrgP': 9.0, 'PrgR': 5.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 29.0, 'xG+xAG': 29.0, 'npxG.1': 0.0, 'npxG+xAG.1': 29.0}"
Jori,br BRA,G,América (MG),26.0,1996.0,"{'MP': 11.0, 'Inícios': 11.0, 'Min.': 990.0, '90s': 11.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Josué,br BRA,LT,Grêmio,17.0,2005.0,"{'MP': 4.0, 'Inícios': 1.0, 'Min.': 117.0, '90s': 1.3, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 1.0, 'PrgP': 2.0, 'PrgR': 2.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 1.0, 'xAG.1': 0.0, 'xG+xAG': 1.0, 'npxG.1': 1.0, 'npxG+xAG.1': 1.0}"
Jhonatan Jowjow,br BRA,LT.AT,Palmeiras,20.0,2002.0,"{'MP': 20.0, 'Inícios': 8.0, 'Min.': 891.0, '90s': 9.9, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 5.0, 'CrtV': 0.0, 'xG': 1.2, 'npxG': 1.2, 'xAG': 2.9, 'npxG+xAG': 41.0, 'PrgC': 16.0, 'PrgP': 37.0, 'PrgR': 37.0, 'Gols.1': 0.0, 'Assis..1': 10.0, 'G+A.1': 10.0, 'G-PB.1': 0.0, 'G+A-PB': 10.0, 'xG.1': 12.0, 'xAG.1': 29.0, 'xG+xAG': 41.0, 'npxG.1': 12.0, 'npxG+xAG.1': 41.0}"
Daniel Jr,br BRA,LT,Cruzeiro,20.0,2002.0,"{'MP': 4.0, 'Inícios': 0.0, 'Min.': 24.0, '90s': 0.3, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.1, 'npxG': 0.1, 'xAG': 0.0, 'npxG+xAG': 1.0, 'PrgC': 2.0, 'PrgP': 7.0, 'PrgR': 4.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 24.0, 'xAG.1': 0.0, 'xG+xAG': 24.0, 'npxG.1': 24.0, 'npxG+xAG.1': 24.0}"
Luciano Juba,br BRA,ZG.LT,Bahia,23.0,1999.0,"{'MP': 14.0, 'Inícios': 6.0, 'Min.': 647.0, '90s': 7.2, 'Gols': 1.0, 'Assis.': 2.0, 'G+A': 3.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 1.1, 'npxG': 1.1, 'xAG': 1.2, 'npxG+xAG': 23.0, 'PrgC': 13.0, 'PrgP': 26.0, 'PrgR': 39.0, 'Gols.1': 14.0, 'Assis..1': 28.0, 'G+A.1': 42.0, 'G-PB.1': 14.0, 'G+A-PB': 42.0, 'xG.1': 16.0, 'xAG.1': 16.0, 'xG+xAG': 32.0, 'npxG.1': 16.0, 'npxG+xAG.1': 32.0}"
Juninho,br BRA,LT,América (MG),35.0,1987.0,"{'MP': 36.0, 'Inícios': 32.0, 'Min.': 2.929, '90s': 32.5, 'Gols': 3.0, 'Assis.': 2.0, 'G+A': 5.0, 'G-PB': 3.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 4.0, 'CrtV': 0.0, 'xG': 2.4, 'npxG': 2.4, 'xAG': 3.5, 'npxG+xAG': 59.0, 'PrgC': 31.0, 'PrgP': 100.0, 'PrgR': 164.0, 'Gols.1': 9.0, 'Assis..1': 6.0, 'G+A.1': 15.0, 'G-PB.1': 9.0, 'G+A-PB': 15.0, 'xG.1': 7.0, 'xAG.1': 11.0, 'xG+xAG': 18.0, 'npxG.1': 7.0, 'npxG+xAG.1': 18.0}"
Jussa,br BRA,LT,Cruzeiro,26.0,1996.0,"{'MP': 24.0, 'Inícios': 21.0, 'Min.': 1.766, '90s': 19.6, 'Gols': 1.0, 'Assis.': 0.0, 'G+A': 1.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 9.0, 'CrtV': 0.0, 'xG': 1.2, 'npxG': 1.2, 'xAG': 0.4, 'npxG+xAG': 16.0, 'PrgC': 10.0, 'PrgP': 83.0, 'PrgR': 13.0, 'Gols.1': 5.0, 'Assis..1': 0.0, 'G+A.1': 5.0, 'G-PB.1': 5.0, 'G+A-PB': 5.0, 'xG.1': 6.0, 'xAG.1': 2.0, 'xG+xAG': 8.0, 'npxG.1': 6.0, 'npxG+xAG.1': 8.0}"
Justen,br BRA,ZG,Fluminense,19.0,2003.0,"{'MP': 1.0, 'Inícios': 1.0, 'Min.': 54.0, '90s': 0.6, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 1.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 1.0, 'PrgR': 3.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Kaiki,br BRA,ZG.AT,Cruzeiro,19.0,2003.0,"{'MP': 8.0, 'Inícios': 3.0, 'Min.': 228.0, '90s': 2.5, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.3, 'npxG+xAG': 3.0, 'PrgC': 3.0, 'PrgP': 3.0, 'PrgR': 9.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 2.0, 'xAG.1': 10.0, 'xG+xAG': 12.0, 'npxG.1': 2.0, 'npxG+xAG.1': 12.0}"
Kaio,br BRA,LT.AT,Coritiba,18.0,2004.0,"{'MP': 24.0, 'Inícios': 9.0, 'Min.': 881.0, '90s': 9.8, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 4.0, 'CrtV': 0.0, 'xG': 0.4, 'npxG': 0.4, 'xAG': 0.6, 'npxG+xAG': 10.0, 'PrgC': 33.0, 'PrgP': 31.0, 'PrgR': 66.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 4.0, 'xAG.1': 6.0, 'xG+xAG': 10.0, 'npxG.1': 4.0, 'npxG+xAG.1': 10.0}"
Lucas Kal,br BRA,LT,América (MG),26.0,1996.0,"{'MP': 19.0, 'Inícios': 16.0, 'Min.': 1.235, '90s': 13.7, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 4.0, 'CrtV': 0.0, 'xG': 0.3, 'npxG': 0.3, 'xAG': 1.0, 'npxG+xAG': 14.0, 'PrgC': 21.0, 'PrgP': 86.0, 'PrgR': 13.0, 'Gols.1': 0.0, 'Assis..1': 7.0, 'G+A.1': 7.0, 'G-PB.1': 0.0, 'G+A-PB': 7.0, 'xG.1': 2.0, 'xAG.1': 8.0, 'xG+xAG': 10.0, 'npxG.1': 2.0, 'npxG+xAG.1': 10.0}"
Walter Kannemann,ar ARG,ZG,Grêmio,31.0,1991.0,"{'MP': 28.0, 'Inícios': 28.0, 'Min.': 2.359, '90s': 26.2, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 17.0, 'CrtV': 1.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 0.2, 'npxG+xAG': 12.0, 'PrgC': 12.0, 'PrgP': 81.0, 'PrgR': 1.0, 'Gols.1': 0.0, 'Assis..1': 4.0, 'G+A.1': 4.0, 'G-PB.1': 0.0, 'G+A-PB': 4.0, 'xG.1': 4.0, 'xAG.1': 1.0, 'xG+xAG': 5.0, 'npxG.1': 4.0, 'npxG+xAG.1': 5.0}"
Kanu,br BRA,ZG,Bahia,25.0,1997.0,"{'MP': 33.0, 'Inícios': 33.0, 'Min.': 2.909, '90s': 32.3, 'Gols': 1.0, 'Assis.': 0.0, 'G+A': 1.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 10.0, 'CrtV': 2.0, 'xG': 1.7, 'npxG': 1.7, 'xAG': 0.6, 'npxG+xAG': 23.0, 'PrgC': 28.0, 'PrgP': 101.0, 'PrgR': 7.0, 'Gols.1': 3.0, 'Assis..1': 0.0, 'G+A.1': 3.0, 'G-PB.1': 3.0, 'G+A-PB': 3.0, 'xG.1': 5.0, 'xAG.1': 2.0, 'xG+xAG': 7.0, 'npxG.1': 5.0, 'npxG+xAG.1': 7.0}"
Alan Kardec,br BRA,AT.LT,Atlético Mineiro,34.0,1989.0,"{'MP': 14.0, 'Inícios': 2.0, 'Min.': 265.0, '90s': 2.9, 'Gols': 1.0, 'Assis.': 1.0, 'G+A': 2.0, 'G-PB': 1.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.9, 'npxG': 0.9, 'xAG': 0.8, 'npxG+xAG': 17.0, 'PrgC': 2.0, 'PrgP': 5.0, 'PrgR': 7.0, 'Gols.1': 34.0, 'Assis..1': 34.0, 'G+A.1': 68.0, 'G-PB.1': 34.0, 'G+A-PB': 68.0, 'xG.1': 31.0, 'xAG.1': 26.0, 'xG+xAG': 57.0, 'npxG.1': 31.0, 'npxG+xAG.1': 57.0}"
Kauan,br BRA,AT,Fortaleza,17.0,2005.0,"{'MP': 1.0, 'Inícios': 0.0, 'Min.': 11.0, '90s': 0.1, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 1.0, 'PrgP': 0.0, 'PrgR': 1.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
Vinicius Kaue,br BRA,ZG.LT,Ath Paranaense,19.0,2003.0,"{'MP': 6.0, 'Inícios': 5.0, 'Min.': 342.0, '90s': 3.8, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 1.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 3.0, 'PrgP': 12.0, 'PrgR': 8.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 1.0, 'xG+xAG': 1.0, 'npxG.1': 0.0, 'npxG+xAG.1': 1.0}"
Kayque,br BRA,LT,Botafogo (RJ),22.0,2000.0,"{'MP': 2.0, 'Inícios': 0.0, 'Min.': 27.0, '90s': 0.3, 'Gols': 0.0, 'Assis.': 1.0, 'G+A': 1.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.4, 'npxG+xAG': 5.0, 'PrgC': 1.0, 'PrgP': 7.0, 'PrgR': 1.0, 'Gols.1': 0.0, 'Assis..1': 333.0, 'G+A.1': 333.0, 'G-PB.1': 0.0, 'G+A-PB': 333.0, 'xG.1': 14.0, 'xAG.1': 139.0, 'xG+xAG': 153.0, 'npxG.1': 14.0, 'npxG+xAG.1': 153.0}"
Renato Kayser,br BRA,AT.LT,América (MG),26.0,1996.0,"{'MP': 3.0, 'Inícios': 0.0, 'Min.': 39.0, '90s': 0.4, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.4, 'npxG': 0.4, 'xAG': 0.1, 'npxG+xAG': 4.0, 'PrgC': 0.0, 'PrgP': 1.0, 'PrgR': 2.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 84.0, 'xAG.1': 12.0, 'xG+xAG': 97.0, 'npxG.1': 84.0, 'npxG+xAG.1': 97.0}"
Keiller,br BRA,G,Internacional,26.0,1996.0,"{'MP': 10.0, 'Inícios': 10.0, 'Min.': 900.0, '90s': 10.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
John Kennedy,br BRA,AT.LT,Fluminense,20.0,2002.0,"{'MP': 26.0, 'Inícios': 13.0, 'Min.': 1.372, '90s': 15.2, 'Gols': 6.0, 'Assis.': 1.0, 'G+A': 7.0, 'G-PB': 6.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 10.0, 'CrtV': 0.0, 'xG': 6.3, 'npxG': 6.3, 'xAG': 2.1, 'npxG+xAG': 84.0, 'PrgC': 32.0, 'PrgP': 30.0, 'PrgR': 117.0, 'Gols.1': 39.0, 'Assis..1': 7.0, 'G+A.1': 46.0, 'G-PB.1': 39.0, 'G+A-PB': 46.0, 'xG.1': 41.0, 'xAG.1': 14.0, 'xG+xAG': 55.0, 'npxG.1': 41.0, 'npxG+xAG.1': 55.0}"
Keno,br BRA,AT.LT,Fluminense,33.0,1989.0,"{'MP': 24.0, 'Inícios': 18.0, 'Min.': 1.613, '90s': 17.9, 'Gols': 2.0, 'Assis.': 4.0, 'G+A': 6.0, 'G-PB': 1.0, 'PB': 1.0, 'PT': 1.0, 'CrtsA': 5.0, 'CrtV': 0.0, 'xG': 2.8, 'npxG': 2.0, 'xAG': 3.7, 'npxG+xAG': 57.0, 'PrgC': 84.0, 'PrgP': 53.0, 'PrgR': 219.0, 'Gols.1': 11.0, 'Assis..1': 22.0, 'G+A.1': 33.0, 'G-PB.1': 6.0, 'G+A-PB': 28.0, 'xG.1': 15.0, 'xAG.1': 21.0, 'xG+xAG': 36.0, 'npxG.1': 11.0, 'npxG+xAG.1': 32.0}"
Kevin,br BRA,AT.ZG,Palmeiras,20.0,2003.0,"{'MP': 7.0, 'Inícios': 2.0, 'Min.': 232.0, '90s': 2.6, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 2.0, 'CrtV': 0.0, 'xG': 0.6, 'npxG': 0.6, 'xAG': 0.3, 'npxG+xAG': 9.0, 'PrgC': 14.0, 'PrgP': 8.0, 'PrgR': 22.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 22.0, 'xAG.1': 11.0, 'xG+xAG': 33.0, 'npxG.1': 22.0, 'npxG+xAG.1': 33.0}"
Kevyson,br BRA,ZG,Santos,18.0,2004.0,"{'MP': 17.0, 'Inícios': 12.0, 'Min.': 970.0, '90s': 10.8, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 0.2, 'npxG': 0.2, 'xAG': 0.3, 'npxG+xAG': 5.0, 'PrgC': 34.0, 'PrgP': 35.0, 'PrgR': 62.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 2.0, 'xAG.1': 3.0, 'xG+xAG': 5.0, 'npxG.1': 2.0, 'npxG+xAG.1': 5.0}"
Khellven,br BRA,ZG,Ath Paranaense,21.0,2001.0,"{'MP': 15.0, 'Inícios': 13.0, 'Min.': 995.0, '90s': 11.1, 'Gols': 0.0, 'Assis.': 4.0, 'G+A': 4.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 1.0, 'CrtV': 0.0, 'xG': 1.0, 'npxG': 1.0, 'xAG': 2.4, 'npxG+xAG': 34.0, 'PrgC': 18.0, 'PrgP': 18.0, 'PrgR': 51.0, 'Gols.1': 0.0, 'Assis..1': 36.0, 'G+A.1': 36.0, 'G-PB.1': 0.0, 'G+A-PB': 36.0, 'xG.1': 9.0, 'xAG.1': 22.0, 'xG+xAG': 31.0, 'npxG.1': 9.0, 'npxG+xAG.1': 31.0}"
Maurício Kozlinski,br BRA,G,Fortaleza,31.0,1991.0,"{'MP': 1.0, 'Inícios': 1.0, 'Min.': 90.0, '90s': 1.0, 'Gols': 0.0, 'Assis.': 0.0, 'G+A': 0.0, 'G-PB': 0.0, 'PB': 0.0, 'PT': 0.0, 'CrtsA': 0.0, 'CrtV': 0.0, 'xG': 0.0, 'npxG': 0.0, 'xAG': 0.0, 'npxG+xAG': 0.0, 'PrgC': 0.0, 'PrgP': 0.0, 'PrgR': 0.0, 'Gols.1': 0.0, 'Assis..1': 0.0, 'G+A.1': 0.0, 'G-PB.1': 0.0, 'G+A-PB': 0.0, 'xG.1': 0.0, 'xAG.1': 0.0, 'xG+xAG': 0.0, 'npxG.1': 0.0, 'npxG+xAG.1': 0.0}"
